1,S.Kota,S. Kota,Gangivani tank,LS,MI,Lease ,12,6.00
2,S.Kota,S. Kota,Sitammasagaram,LS,MI,Lease ,8,4.00
3,S.Kota,S. Kota,Gollampivani tank,LS,MI,Lease ,8,4.00
4,S.Kota,Potanapalli,Pandrivani tank,LS,MI,Lease ,36,18.00
5,S.Kota,Dharamavaram,kankivanitank,LS,MI,Lease ,32,16.00
6,s.kota,Revellapalem,banadhi tank,LS,MI,Lease ,16,8.00
7,S.Kota,S. Kota,Jagannadhrasagaram,SS,MI,Lease ,8,2.00
8,S.Kota,Timidi,Naidu tank,SS,MI,Lease ,20,5.00
9,S.Kota,Timidi,Veeraraju tank,SS,MI,Lease ,10,2.50
10,S.Kota,Vasi,Amma tank,SS,MI,Lease ,12,3.00
11,S.Kota,Kottam,Mallunaidu tank,SS,GP,Lease ,4.00,1
12,S.Kota,Kottam,Kotamma tank,SS,GP,Lease ,4.00,1
13,S.Kota,Kottam,Kullu koneru,SS,GP,Lease ,2.00,0.5
14,S.Kota,Kottam,Bhojaraju tank,SS,GP,Lease ,3.00,0.75
15,S.Kota,Kottam,Rabbinaini Tank,SS,GP,Lease ,3.00,0.75
16,S.Kota,Kottam,Dasu banda,SS,GP,Lease ,4.00,1
17,S.Kota,kottam,Thamuru Tank,SS,GP,Lease ,2.00,0.5
18,S.Kota,Revallpalem,Maradala Tank,SS,GP,Lease ,3.00,0.75
19,S.Kota,Revallapalem,Pillavani Tank,SS,GP,Lease ,3.00,0.75
20,S.Kota,Revallapalem,Gudalavani Tank,SS,GP,Lease ,2.00,0.5
21,S.Kota,Revallapalem,Randhi vani Tank,SS,GP,Lease ,2.00,0.5
22,S.Kota,Revallapalem,Vemalavani Tank,SS,GP,Lease ,2.00,0.5
23,S.Kota,Revallapalem,Chakalibanda,SS,GP,Lease ,2.00,0.5
24,S.Kota,Revallapalem,Akkamma Tank,SS,GP,Lease ,2.00,0.5
25,S.Kota,revallapalem,Bandaruvani Tank,SS,GP,Lease ,2.00,0.5
26,S.Kota,Revallapalem,Rellapalem Koneru,SS,GP,Lease ,1.00,0.25
27,S.Kota,Revallapalem,Chinayya Konery,SS,GP,Lease ,1.00,0.25
28,S.Kota,Revallaplem,Chappavani Koneru,SS,GP,Lease ,2.00,0.5
29,S.Kota,Revallapalem,Paramma Tank,SS,GP,Lease ,3.00,0.75
30,S.Kota,Revallapalem,Paramma Tank,SS,GP,Lease ,3.00,0.75
31,S.Kota,Veranarayanam,Gairamma tank,SS,GP,Lease ,5.00,1.25
32,S.Kota,Veranarayanam,Koneru,SS,GP,Lease ,2.00,0.5
33,S.Kota,Veeranarayanam,Ramunaidu Banda,SS,GP,Lease ,1.00,0.25
34,S.Kota,Veeranarayanam,Naram naidu Tank,SS,GP,Lease ,1.00,0.25
35,S.Kota,Veeranaryaanam,Voora Tank,SS,GP,Lease ,6.00,1.5
36,S.Kota,Veeranarayanam,Naidu Tank,SS,GP,Lease ,6.00,1.5
37,S.Kota,Veeranarayanam,Voora Tank,SS,GP,Lease ,3.00,0.75
38,S.Kota,Mukandapuram,Yerukunaidu tank,SS,GP,Lease ,7.00,1.75
39,S.Kota,Mukandapuram,Kanchivani tank,SS,GP,Lease ,5.00,1.25
40,S.Kota,Mukandapuram,Muriibanda,SS,GP,Lease ,2.00,0.5
41,S.Kota,Mukandapuram,Chakali banda,SS,GP,Lease ,2.00,0.5
42,S.Kota,Sivaramarajueta,Viswanadh tank,SS,GP,Lease ,10.00,2.5
43,S.Kota,Sivaramarajueta,Tamminaidu tank,SS,GP,Lease ,8.00,2
44,S.Kota,Sivaramarajueta,Papinaidu tank,SS,GP,Lease ,5.00,1.25
45,S.Kota,Sivaramarajueta,Boppanaidu tank,SS,GP,Lease ,7.00,1.75
46,S.Kota,Sivaramarajueta,Sivanna tank,SS,GP,Lease ,7.00,1.75
47,S.Kota,Sivaramarajueta,Daggu tank,SS,GP,Lease ,8.00,2
48,S.Kota,Venkataramanapeta,Venkataramanna tank,SS,GP,Lease ,4.00,1
49,S.Kota,Venkataramanapeta,Mukundaraju tank,SS,GP,Lease ,9.00,2.25
50,S.Kota,Venkataramanapeta,Nakkavani tank,SS,GP,Lease ,5.00,1.25
51,S.Kota,Venkataramanapeta,Manchi Koneru,SS,GP,Lease ,3.00,0.75
52,S.Kota,Santapeta,Kallodu tank,SS,GP,Lease ,8.00,2
53,S.Kota,Santapeta,Allodu banda,SS,GP,Lease ,15.00,3.75
54,S.Kota,Santapeta,Podavu banda,SS,GP,Lease ,10.00,2.5
55,S.Kota,Santapeta,Kankari/raji/dara tank,SS,GP,Lease ,6.00,1.5
56,S.Kota,Peddakrisnnarajapuram,Sanyasinaidu tank,SS,GP,Lease ,4.00,1
57,S.Kota,Peddakrisnnarajapuram,VENKATARAMANA TANK,SS,GP,Lease ,3.00,0.75
