Bobbili,Pakki,Rayunigiri tank,PE,MI,Lease,250,188
Bobbili,gopalarayudu,Gopalarayuni tank,PE,MI,Lease,17,12
Bobbili,pathabobbili,Baviri tank,LS,MI,Lease,90,45
Bobbili,gollapalli,Koditank,LS,MI,Lease,25,13
Bobbili,gollapalli,Vengalarayunitank,LS,MI,Lease,150,75
Bobbili,alajangi,Dalendratank,LS,MI,Lease,100,50
Bobbili,chintada,Narappa tank,LS,MI,Lease,40,20
Bobbili,komatipalli,Narasayyagari tank,LS,MI,Lease,55,28
Bobbili,rangarayapuram,Ramajogitank,LS,MI,Lease,12,6
Bobbili,yembanivalasa,Sitaramachandrarangrao,LS,MI,Lease,250,125
Bobbili,kasayyapeta,Padmarayunigari tank,LS,MI,Lease,25,13
Bobbili,ramavaram,Madavanaidu tank,LS,MI,Lease,25,13
Bobbili,piridi,Rangasagaram,LS,MI,Lease,60,30
Bobbili,piridi,Korlavani tank,LS,MI,Lease,12,6
Bobbili,piridi,Polavanitank,LS,MI,Lease,90,45
Bobbili,rangarayapuram,Somuvari tank,LS,MI,Lease,19,10
Bobbili,komatipalli,Gopalarayuni tank,LS,MI,Lease,10,5
Bobbili,Krishna Rayapuram ,Vura Tank,LS,MI,Lease,12,6
Bobbili,Chintada,Atchamma Tank,LS,MI,Lease,25,12
Bobbili,pathabobbili,Raju tank,SS,MI,Lease,60,15
Bobbili,komatipalli,polinaidu tank,SS,MI,Lease,12,3
Bobbili,karada,Papayyagari tank,SS,MI,Lease,30,8
Bobbili,dibbaguddivalasa,Rangasagaram,SS,MI,Lease,60,15
Bobbili,Pakki,Yeguvamallamma Tank,SS,MI,Lease,2,1
Bobbili,CHINTADA,PATHA KONERU,SS,GP,Lease,3.00,0.75
Bobbili,CHINTADA,ALLUVANI BANDA,SS,GP,Lease,3.00,0.75
Bobbili,CHINTADA,RAMAYYA BANDA,SS,GP,Lease,4.00,1.00
Bobbili,CHINTADA,KONGUVA VANI BANDA,SS,GP,Lease,3.00,0.75
Bobbili,CHINTADA,CHINNA ANNAMNAIDU TANK,SS,GP,Lease,5.00,1.25
Bobbili,GOPALARAYUDUPETA,SCRKR TANK,SS,GP,Lease,5.00,1.25
Bobbili,GOPALARAYUDUPETA,NALLADORA TANK,SS,GP,Lease,3.00,0.75
Bobbili,G S R PURAM,RAMULU CHERUVU,SS,GP,Lease,4.00,1.00
Bobbili,G S R PURAM,ATCHEMMA TANK,SS,GP,Lease,3.00,0.75
Bobbili,G S R PURAM,DOKALAVANI TANK,SS,GP,Lease,5.00,1.25
Bobbili,G S R PURAM,MANGAMMA TANK,SS,GP,Lease,3.00,0.75
Bobbili,G S R PURAM,PULLELAVANI TANK,SS,GP,Lease,3.00,0.75
Bobbili,G S R PURAM,SIRLIVANI TANK,SS,GP,Lease,3.00,0.75
Bobbili,KARADA,PAPAYYAGARI TANK,SS,GP,Lease,25.00,6.25
Bobbili,KASINDORAVALASA,PEDDA TANK,SS,GP,Lease,12.00,3.00
Bobbili,KASINDORAVALASA,PATHA TANK,SS,GP,Lease,8.00,2.00
Bobbili,KASINDORAVALASA,KOTHAPOLI TANK,SS,GP,Lease,4.00,1.00
Bobbili,KLASINDORAVALASA,TATAVANI TANK,SS,GP,Lease,3.00,0.75
Bobbili,KOMATIPALLI,GONAVANI TANK,SS,GP,Lease,3.00,0.75
Bobbili,KOMATIPALLI,BOJANAIDU TANK,SS,GP,Lease,2.00,0.50
Bobbili,KOMATIPALLI,VENGAMMA TANK,SS,GP,Lease,3.00,0.75
Bobbili,KOMATIPALLI,KOTHA TANK,SS,GP,Lease,2.00,0.50
Bobbili,KOMATIPALLI,RAVI BANDA,SS,GP,Lease,2.00,0.50
Bobbili,KOMATIPALLI,GULLIPALLIVANI TANK,SS,GP,Lease,3.00,0.75
Bobbili,KOMATIPALLI,YERRAM NAIDU TANK,SS,GP,Lease,3.00,0.75
Bobbili,KOMATIPALLI,JANNI TANK,SS,GP,Lease,3.00,0.75
Bobbili,KRISHNAPURAM,YERRA TANK,SS,GP,Lease,4.00,1.00
Bobbili,M BURJAVALASA,PAPUDU TANK,SS,GP,Lease,3.00,0.75
Bobbili,M BURJAVALASA,VEPUDU VENKATAPATHI CHERUVU,SS,GP,Lease,1.00,0.25
Bobbili,M BURJAVALASA,BADINAIDU CHERUVU,SS,GP,Lease,2.00,0.50
Bobbili,MBURJAVALASA,THOPULAVANI TANK,SS,GP,Lease,2.00,0.50
Bobbili,MBURJAVALASA,KAMALA CHERUVU,SS,GP,Lease,1.00,0.25
Bobbili,METTAVALASA,PACHI TANK,SS,GP,Lease,4.00,1.00
