ETCHERLA,Chilakapalem,Voora tank,SS,GP ,Auction,20.9,7.2
ETCHERLA,Chilakapalem,Chinna gopanna tank,SS,GP ,Auction,8.7,3
ETCHERLA,Chilakapalem,Papayya koneru,SS,GP ,Auction,5.5,1.9
ETCHERLA,Chilakapalem,Parayya koneru,SS,GP ,Auction,7.6,2.6
ETCHERLA,Allinagaram,Peddagopanna koneru,SS,GP ,Auction,30.3,10.5
ETCHERLA,Allinagaram,Sai Koneru,SS,GP ,Auction,4.9,1.7
ETCHERLA,Allinagaram,Pitchamma Konaru,SS,GP ,Auction,9.3,3.2
ETCHERLA,Tamminaidupeta,Jalipimaidupeta Tank,SS,GP ,Auction,6.8,2.3
ETCHERLA,Kesavaraopeta,Cheedikanu konaru,SS,GP ,Auction,46.8,16.2
ETCHERLA,Thotapalem,Voora tank,SS,GP ,Auction,8,2.8
ETCHERLA,Thotapalem,polayy tank,SS,GP ,Auction,21,7.3
ETCHERLA,Kuppili,Dhongayya konaru,SS,GP ,Auction,7.1,2.4
ETCHERLA,Kuppili,vuracheruvu,SS,GP ,Auction,41.8,14.5
ETCHERLA,Kuppili,Vallasagaram,SS,GP ,Auction,19.2,6.6
ETCHERLA,Kusalapuram,Narisiga koneru,SS,GP ,Auction,16.1,5.6
ETCHERLA,Kuppili,Nagalla Koneru,SS,GP ,Auction,10.5,3.6
ETCHERLA,Dharmavaram,Muniyam Koneru,SS,GP ,Auction,20.2,7
ETCHERLA,Dharmavaram,Dhala Bandha,SS,GP ,Auction,5.6,1.9
ETCHERLA,Dharmavaram,Baggu Vani Koneru,SS,GP ,Auction,5,1.7
ETCHERLA,Dharmavaram,VallaBha Koneru,SS,GP ,Auction,6,2.1
ETCHERLA,Dharmavaram,Komati Koneru,SS,GP ,Auction,7,2.4
ETCHERLA,Dharmavaram,Kotha Cheruvu,SS,GP ,Auction,10.5,3.6
ETCHERLA,Dharmavaram,Mugi Cherivu,SS,GP ,Auction,14.5,5
ETCHERLA,Dharmavaram,Golla Bandha,SS,GP ,Auction,5.4,1.9
ETCHERLA,Fareedpeta,Kothacheruvu,SS,GP ,Auction,11.5,4
ETCHERLA,Fareedpeta,Ramasagaram,SS,GP ,Auction,19.4,6.7
ETCHERLA,Fareedpeta,Nathannacheruvu,SS,GP ,Auction,11.5,4
ETCHERLA,S.S.R Puram,Kuramanaidu koneru,SS,GP ,Auction,5.3,1.8
ETCHERLA,S.S.R Puram,Korukondakoveru,SS,GP ,Auction,13.7,4.7
ETCHERLA,S.S.R Puram,Arrakoneru,SS,GP ,Auction,10.5,3.6
ETCHERLA,S.S.R Puram,Karicheruvu,SS,GP ,Auction,10.5,3.6
ETCHERLA,S.S.R Puram,Komati Koneru,SS,GP ,Auction,5.3,1.8
ETCHERLA,Ponnada,Naidu koneru,SS,GP ,Auction,8.4,2.9
ETCHERLA,Ponnada,Kavicheruvu,SS,GP ,Auction,10.5,3.6
ETCHERLA,Ponnada,kummari koneru,SS,GP ,Auction,5.3,1.8
Ganguvarisigadam,S.P. R Puram,Raju cheruvu,SS,GP ,Auction,19.9,6.9
Ganguvarisigadam,S.P. R Puram,Vankanna cheruvu,SS,GP ,Auction,8.7,3
Ganguvarisigadam,S.P. R Puram,Nandini cheruvu,SS,GP ,Auction,6.9,2.4
Ganguvarisigadam,S.P. R Puram,Komati cheruvu,SS,GP ,Auction,8.8,3
Ganguvarisigadam,S.P. R Puram,Marri cheruvu,SS,GP ,Auction,5.6,1.9
Ganguvarisigadam,S.P. R Puram,Pedda vapakarrayya cheruvu,SS,GP ,Auction,11.2,3.9
Ganguvarisigadam,S.P. R Puram,Vedulla cheruvu,SS,GP ,Auction,8.7,3
Ganguvarisigadam,S.P. R Puram,Kotta cheruvu,SS,GP ,Auction,10.1,3.5
Ganguvarisigadam,Chettupodilam,Marrica paddia cheruvu,SS,GP ,Auction,38.6,13.4
Ganguvarisigadam,Chettupodilam,Pedda chakalivani cheruvu,SS,GP ,Auction,12.9,4.5
Ganguvarisigadam,Chettupodilam,Uppavu cheruvu,SS,GP ,Auction,18.3,6.3
Ganguvarisigadam,Chettupodilam,Asirivani cheruvu,SS,GP ,Auction,7.1,2.5
Ganguvarisigadam,Chettupodilam,Yerrayya cheruvu,SS,GP ,Auction,11.1,3.8
Ganguvarisigadam,Chettupodilam,Chiniti banda,SS,GP ,Auction,15.1,5.2
Ganguvarisigadam,Chettupodilam,Rama sagaram,SS,GP ,Auction,12.3,4.3
Ganguvarisigadam,Chettupodilam,Lingainna cheruvu,SS,GP ,Auction,13.3,4.6
Ganguvarisigadam,Chettupodilam,yallaria  rama cheruvu,SS,GP ,Auction,7.2,2.5
Ganguvarisigadam,Chettupodilam,Dharama cheruvu,SS,GP ,Auction,15.6,5.4
Ganguvarisigadam,Chettupodilam,Vanktharayanna cheruvu,SS,GP ,Auction,7.8,2.7
Ganguvarisigadam,Chettupodilam,Nalla cheruvu,SS,GP ,Auction,36.4,12.6
Ganguvarisigadam,Chettupodilam,Ayavani cheruvu,SS,GP ,Auction,12.1,4.2
Ganguvarisigadam,Penta,Thumulavani cheruvu,SS,GP ,Auction,35,12.1
Ganguvarisigadam,Penta,Naidu cheruvu,SS,GP ,Auction,22.5,7.8
