Hiramandalam, Gummuluru,Chukkavani Tank,SS,GP,Lease,22.9,6.23,1,
Hiramandalam, Gummuluru,Chakalavani Tank,SS,GP,Lease,6.14,1.67,1,
Hiramandalam, Gummuluru,Pothalavani Tank,SS,GP,Lease,6.65,1.81,1,
Hiramandalam, K Jpuram,Kotha Tank,SS,GP,Lease,8.65,2.36,1,
Hiramandalam, K Jpuram,Boddakarra,SS,GP,Lease,11.16,3.04,1,
Hiramandalam, poduru,Karnam Tank,SS,GP,Lease,14.53,3.96,1,
Hiramandalam,A agraharam,Kotha Tank,SS,GP,Lease,19.46,5.3,1,
Hiramandalam,A koduru,Naidu Tank,SS,GP,Lease,19.84,5.4,1,
Hiramandalam,A koduru,Chintala Tank,SS,GP,Lease,19.44,5.29,1,
Hiramandalam,A koduru,Jannivari Tank,SS,GP,Lease,15.68,4.27,1,
Hiramandalam,A koduru,Sakijola Tank,SS,GP,Lease,9.41,2.56,1,
Hiramandalam,A koduru,Kummaravani Tank,SS,GP,Lease,3.51,0.96,1,
Hiramandalam,A koduru,Santha Koneru ,SS,GP,Lease,3.39,0.92,1,
Hiramandalam,A koduru,Polinaidu Tank,SS,GP,Lease,3.14,0.85,1,
Hiramandalam,A Ravivalasa,Kasanna Tank,SS,GP,Lease,13.17,3.58,1,
Hiramandalam,A RAVIVALSA,Nowguda Tank,SS,GP,Lease,13.17,3.58,1,
Lakshminarsupeta,A RAVIVALSA,Kondagedda Tank,SS,GP,Lease,21.73,5.92,1,
Sarubujjili,A RAVIVALSA,Marri Tank,SS,GP,Lease,15.68,4.27,1,
Sarubujjili,A RAVIVALSA,Voora Tank,SS,GP,Lease,28.22,7.68,1,
Sarubujjili,A S Palli,Ravikarra Tank,SS,GP,Lease,15.05,4.1,1,
Hiramandalam,A S Palli,Pedda Tank,SS,GP,Auction,18.09,4.5,1,
Hiramandalam,A S Palli,Chinna Tank,SS,GP,Auction,10.9,2.55,1,
Hiramandalam,A S Palli,Voora Tank,SS,GP,Auction,10.5,2.44,1,
Hiramandalam,A VELAGA VALASA,Naidu Tank,SS,GP,Auction,10.5,2.44,1,
Hiramandalam,A. Polavaram,Kopmati Tank,SS,GP,Auction,12.8,3.06,1,
Hiramandalam,A. Polavaram,Kamasali Tank,SS,GP,Auction,12.04,2.86,1,
Hiramandalam,A. Venkampeta,Kotha Tank,SS,GP,Auction,10.49,2.44,1,
Hiramandalam,A. Venkampeta,Tathapappamma Tank,SS,GP,Auction,10.31,2.39,1,
Hiramandalam,A. Venkampeta,Gowtham Naidu Tank,SS,GP,Auction,11.34,2.67,1,
Hiramandalam,A.gokavaram,Seethamma Tank,SS,GP,Auction,10.26,2.37,1,
Hiramandalam,A.K Mallavaram,Komati Tank,SS,GP,Auction,15.96,3.92,1,
Hiramandalam,A.Kothapalli,Tadikarra Tank,SS,GP,Auction,10.92,2.55,1,
Hiramandalam,A.kothapalli,Jeedukarra Tank,SS,GP,Auction,10.99,2.57,1,
Hiramandalam,A.kothapalli,Jangamvani Tank,SS,GP,Auction,11.86,2.81,1,
