1,569,595183,(shro) thirumalapuram,2019-10-18 09:10:32.108641,2019-10-18 09:10:32.108641
2,455,590214,113 thalluru,2019-10-18 09:10:32.118298,2019-10-18 09:10:32.118298
3,115,596519,29 -a. chinta -makulapalle,2019-10-18 09:10:32.128563,2019-10-18 09:10:32.128563
4,428,590010,75-tyallur,2019-10-18 09:10:32.137563,2019-10-18 09:10:32.137563
5,428,590010,75-tyallur,2019-10-18 09:10:32.147309,2019-10-18 09:10:32.147309
6,584,587324,A. kothapalle,2019-10-18 09:10:32.157857,2019-10-18 09:10:32.157857
7,584,587324,A. kothapalle,2019-10-18 09:10:32.169458,2019-10-18 09:10:32.169458
8,520,587007,A. mallavaram,2019-10-18 09:10:32.181664,2019-10-18 09:10:32.181664
9,17,587877,A. vemavaram,2019-10-18 09:10:32.199807,2019-10-18 09:10:32.199807
10,17,912647,A. vemavarappadu,2019-10-18 09:10:32.210425,2019-10-18 09:10:32.210425
11,602,588338,A.gokavaram,2019-10-18 09:10:32.219883,2019-10-18 09:10:32.219883
12,602,588338,A.gokavaram,2019-10-18 09:10:32.228887,2019-10-18 09:10:32.228887
13,231,593886,A.gokulapadu,2019-10-18 09:10:32.238902,2019-10-18 09:10:32.238902
14,231,593886,A.gokulapadu,2019-10-18 09:10:32.248076,2019-10-18 09:10:32.248076
15,9,588600,A.i.bheemavaram,2019-10-18 09:10:32.257363,2019-10-18 09:10:32.257363
16,9,588600,A.i.bheemavaram,2019-10-18 09:10:32.26707,2019-10-18 09:10:32.26707
17,1,588988,A.konduru,2019-10-18 09:10:32.278809,2019-10-18 09:10:32.278809
18,115,596522,A.kothakota,2019-10-18 09:10:32.289478,2019-10-18 09:10:32.289478
19,41,593041,A.kothapalle,2019-10-18 09:10:32.300701,2019-10-18 09:10:32.300701
20,584,587328,A.v.nagaram,2019-10-18 09:10:32.314937,2019-10-18 09:10:32.314937
21,584,587328,A.v.nagaram,2019-10-18 09:10:32.326849,2019-10-18 09:10:32.326849
22,278,912408,Aaluru,2019-10-18 09:10:32.337811,2019-10-18 09:10:32.337811
23,631,590410,Abbanagudavalli,2019-10-18 09:10:32.349055,2019-10-18 09:10:32.349055
24,589,589963,Abbarajupalem,2019-10-18 09:10:32.364445,2019-10-18 09:10:32.364445
25,121,590808,Abbaya palem,2019-10-18 09:10:32.37946,2019-10-18 09:10:32.37946
26,169,594753,Abbedoddi,2019-10-18 09:10:32.395413,2019-10-18 09:10:32.395413
27,539,590029,Abburu,2019-10-18 09:10:32.411482,2019-10-18 09:10:32.411482
28,627,594281,Abdullapuram,2019-10-18 09:10:32.428232,2019-10-18 09:10:32.428232
29,403,596202,Achamma agraharam,2019-10-18 09:10:32.446448,2019-10-18 09:10:32.446448
30,2,588688,Achanta,2019-10-18 09:10:32.481223,2019-10-18 09:10:32.481223
31,2,588688,Achanta,2019-10-18 09:10:32.493019,2019-10-18 09:10:32.493019
32,2,588695,Achanta vemavaram,2019-10-18 09:10:32.515809,2019-10-18 09:10:32.515809
33,394,592451,Acharlaparlapalle,2019-10-18 09:10:32.529011,2019-10-18 09:10:32.529011
34,221,589336,Achavaram,2019-10-18 09:10:32.550938,2019-10-18 09:10:32.550938
35,451,595434,Adadakulapalle,2019-10-18 09:10:32.583745,2019-10-18 09:10:32.583745
36,305,581599,Adapaka,2019-10-18 09:10:32.599089,2019-10-18 09:10:32.599089
37,305,581599,Adapaka,2019-10-18 09:10:32.61995,2019-10-18 09:10:32.61995
